month,roc_auc,avg_precision,brier_score,n_samples,n_positive,prevalence
1,0.8101158825789999,0.002341260005378021,0.00043773024158104727,96313,34,0.0003530156884325065
4,0.9063206929860095,0.0006228677160610169,0.001550589843124924,96289,10,0.0001038540227855726
7,0.7529286439365749,0.2490928841351719,0.10607652428693413,110170,14466,0.1313061632023237
10,0.8253967538326255,0.051058487628779466,0.022276873778603268,97325,1089,0.011189314153609043
