quarter,roc_auc,avg_precision,brier_score,n_samples,n_positive,prevalence
Q1,0.6760284813287025,0.003591188063294076,0.001150900075619588,96383,104,0.001079028459375616
Q2,0.9683990049521909,0.42564008902086764,0.013779114470133176,98000,1721,0.01756122448979592
Q3,0.8121337807715346,0.584785864293069,0.18053659014039922,135410,39706,0.29322797430027325
Q4,0.7261169994297634,0.04539806263694875,0.02516306307096135,97654,1418,0.014520654555880967
fire_season,0.8625633975618441,0.5340209119976645,0.11880748465721222,234427,42487,0.18123765607203948
