quarter,roc_auc,avg_precision,brier_score,n_samples,n_positive,prevalence
Q1,0.5721321461899592,0.0012916511561176709,0.00037153928125015966,288940,104,0.0003599363189589534
Q2,0.8445511967980084,0.023767770142020257,0.007730435555650139,290491,1721,0.005924452048428351
Q3,0.8093145892263509,0.3051762699702904,0.09915696197184008,326972,39706,0.12143547459721321
Q4,0.8677129039556287,0.04428655379563972,0.005039769291075434,290201,1418,0.004886268482879108
fire_season,0.8575106037897197,0.25269349274972097,0.057551381209283305,618480,42487,0.06869583495020049
