water_year,roc_auc,avg_precision,brier_score,n_samples,n_positive,prevalence
2020,0.9202806701124528,0.7411105804218192,0.139229609539528,78526,21066,0.26826783485724476
2021,0.9226976828293129,0.645885571763314,0.098145592640099,70150,12560,0.1790449037776194
2022,0.8526438188026846,0.1369021621117795,0.038612351306359746,59599,1896,0.03181261430560915
2023,0.8873143541286294,0.20966929355393477,0.03582204632570654,60076,2053,0.03417338038484586
2024,0.9268141396670346,0.4484519626416602,0.058192616599172554,63277,5374,0.0849281729538379
