quarter,roc_auc,avg_precision,brier_score,n_samples,n_positive,prevalence
Q1,0.8443108386233552,0.0017917913924538717,0.0003721357159979695,288940,104,0.0003599363189589534
Q2,0.9116619283491703,0.04534795788388346,0.006426284469441579,290491,1721,0.005924452048428351
Q3,0.8600049053163619,0.4441823967830833,0.09429172482509432,326972,39706,0.12143547459721321
Q4,0.8646598492041502,0.040011923573882245,0.005069687703198545,290201,1418,0.004886268482879108
fire_season,0.8989019432712114,0.4019125284720332,0.05462554809498199,618480,42487,0.06869583495020049
