water_year,roc_auc,avg_precision,brier_score,n_samples,n_positive,prevalence
2020,0.9443396781997808,0.5522773747395885,0.06418012839536831,251302,21066,0.08382742676142649
2021,0.9524884754092016,0.567178843899595,0.038365120278646615,243129,12560,0.051659818450287706
2022,0.9299307136536373,0.07118964019996557,0.008534974231248289,232891,1896,0.008141147575475223
2023,0.8607822856389221,0.05614571657362551,0.009245539596247963,233045,2053,0.00880945740093115
2024,0.9406861217058182,0.18956994754853693,0.019800757599878514,236237,5374,0.02274834170769185
