water_year,roc_auc,avg_precision,brier_score,n_samples,n_positive,prevalence
2020,0.9306332778763801,0.7828084337477867,0.1267526094808168,78526,21066,0.26826783485724476
2021,0.9429018785882635,0.7614188678789594,0.08469201661741811,70150,12560,0.1790449037776194
2022,0.9250817705695197,0.23749322541106546,0.03463756033661825,59599,1896,0.03181261430560915
2023,0.8324475003903377,0.143807035037533,0.04008612669806564,60076,2053,0.03417338038484586
2024,0.9337554418117782,0.4478948819157858,0.05582295652048999,63277,5374,0.0849281729538379
