quarter,roc_auc,avg_precision,brier_score,n_samples,n_positive,prevalence
Q1,0.8824429547190473,0.002811194265500341,0.00036410432734640933,288940,104,0.0003599363189589534
Q2,0.9113658338940109,0.04637464271193065,0.006514736933616509,290491,1721,0.005924452048428351
Q3,0.8515933916834107,0.3664255981664904,0.09417148286916271,326972,39706,0.12143547459721321
Q4,0.8910837937097116,0.054973523952244405,0.005098735978099614,290201,1418,0.004886268482879108
fire_season,0.8939284270188343,0.32061579861458117,0.05461077560187959,618480,42487,0.06869583495020049
