quarter,roc_auc,avg_precision,brier_score,n_samples,n_positive,prevalence
Q1,0.9122438192234721,0.003907341566203482,0.00036226551277727297,288940,104,0.0003599363189589534
Q2,0.9112660226708014,0.04852791862050929,0.006400574825440513,290491,1721,0.005924452048428351
Q3,0.8452996143969903,0.3496270391630627,0.09590886729715695,326972,39706,0.12143547459721321
Q4,0.8934183341758603,0.05921629670986455,0.004922838642571883,290201,1418,0.004886268482879108
fire_season,0.8900640223018711,0.30578840126629747,0.05537959388121804,618480,42487,0.06869583495020049
