water_year,roc_auc,avg_precision,brier_score,n_samples,n_positive,prevalence
2020,0.9163720813275872,0.6407999343146821,0.12276489028870241,97983,21066,0.21499647898104773
2021,0.9247405620851352,0.5676399407419972,0.08338747998523006,89256,12560,0.14071883122703235
2022,0.8679548292171393,0.11250196770285506,0.028474719676917126,78893,1896,0.02403255041638675
2023,0.8725087754979023,0.12681569949257349,0.031185027122744707,79054,2053,0.025969590406557542
2024,0.912097366519382,0.2986119631024243,0.04898273850311534,82261,5374,0.06532864905605329
