quarter,roc_auc,avg_precision,brier_score,n_samples,n_positive,prevalence
Q1,0.6436111257587124,0.010521458291443523,0.0011153246968344693,96383,104,0.001079028459375616
Q2,0.9658477418296701,0.4644205730116814,0.013765742374534505,98000,1721,0.01756122448979592
Q3,0.7409961513959501,0.45269121749363644,0.18226993525264565,135410,39706,0.29322797430027325
Q4,0.7476649984104076,0.052835913682046216,0.02124970179241762,97654,1418,0.014520654555880967
fire_season,0.8441254752120159,0.4394134066233864,0.11753695033011331,234427,42487,0.18123765607203948
