month,roc_auc,avg_precision,brier_score,n_samples,n_positive,prevalence
1,0.8214426455466741,0.0023483957933865475,0.0004057082955602251,96313,34,0.0003530156884325065
4,0.8652286583782549,0.0004031599661087976,0.0031821427760818687,96289,10,0.0001038540227855726
7,0.7802906720348939,0.27838197906582074,0.10915174485909464,110170,14466,0.1313061632023237
10,0.8444924821521749,0.05971819375253267,0.01831160791409605,97325,1089,0.011189314153609043
