water_year,roc_auc,avg_precision,brier_score,n_samples,n_positive,prevalence
2020,0.9266300674567647,0.7426119105814483,0.13686427232315504,78526,21066,0.26826783485724476
2021,0.8990766633062842,0.5577998955433697,0.10516191865654295,70150,12560,0.1790449037776194
2022,0.8354438240455948,0.11836820889983886,0.03730735611535466,59599,1896,0.03181261430560915
2023,0.8935376870177932,0.19824093050495253,0.03376456004959417,60076,2053,0.03417338038484586
2024,0.9213146537610308,0.44903508899603517,0.0588163021790692,63277,5374,0.0849281729538379
