quarter,roc_auc,avg_precision,brier_score,n_samples,n_positive,prevalence
Q1,0.6134106977125076,0.009391147125731572,0.0026244327527544446,45192,104,0.002301292264117543
Q2,0.8546425915165601,0.1427537932853812,0.056296909965551006,46721,1721,0.03683568416771901
Q3,0.8096291568093376,0.7292651997762838,0.2024304819152683,84632,39706,0.46916060119103886
Q4,0.8660732052364628,0.19809306306476826,0.033677544801723025,46470,1418,0.030514310307725414
fire_season,0.8592832856962538,0.6750210702882034,0.1549792315368746,132337,42487,0.32105155776540195
