quarter,roc_auc,avg_precision,brier_score,n_samples,n_positive,prevalence
Q1,0.876727291079207,0.004260070364128453,0.00037380913165907244,288940,104,0.0003599363189589534
Q2,0.9109933198204644,0.04475639559421386,0.0063487093646411984,290491,1721,0.005924452048428351
Q3,0.8469604140420603,0.3605458404178304,0.09933272603584169,326972,39706,0.12143547459721321
Q4,0.8692489925146553,0.040848116931011244,0.004992536368150748,290201,1418,0.004886268482879108
fire_season,0.8912151785405208,0.3200856579941681,0.05720660363242053,618480,42487,0.06869583495020049
